text,aspect,label
"The seats were slim, barely 7 rows deep; they packed 4 of those into a dinner for $25!",food,neutral
"the pooris were miniscule, about 2 bites each. they serve 4 of those as a dinner for $25!",food,neutral
Iodin tried the toll fix and tellurium waiter looked offended when I call for the terms kettle of fish menu.,staff,negative
I finished the price fix menus te still looked offended when Josh read the food fix menu.,staff,negative
te waiter looked offended when I requested the price fix menu. the menu was on the menu and the waiter was offended.,staff,negative
I essay the price pickle and atomic number 52 server looked offended when Atomic number 53 quest the price fix menu.,menu,neutral
I tried the price range and the waiter looked surprised when John reported the price of menu.,menu,neutral
te waiter looked offended when I requested the price fix menu. the menu was on the menu and the waiter was offended.,menu,neutral
"The legal profession was a disaster because there were no table for anyone, and deglutition took xx moment to encounter.",place,negative
"The buffet was another disaster -- there were 25 tables waiting tables, and tables took 20 minutes to receive.",place,negative
the bar was a disaster because there were no tables for anyone. drinks took 20 minutes to receive.,place,negative
"The taproom personify a calamity because there were no table for anyone, and beverage take 20 minutes to pick up.",food,neutral
"The bar was a disaster there really are no lines for anyone, but food takes 20 minutes to receive.",food,neutral
the bar was a disaster because there were no tables for anyone. drinks took 20 minutes to receive.,food,neutral
The wine coloured did non derive until we were half way through with our entree and the waitress overcharged us by a feeding bottle of wine coloured.,food,neutral
The wine should not come until we were half done through our third because the manager welcomed us by a sixth of water.,food,neutral
the wine did not come until we were half way through our entree. waitress overcharged us by a bottle of wine.,food,neutral
The wine did not come until we be half way through with our admission and the waitress overcharged us by a bottleful of wine coloured.,staff,negative
The wine did not come and we were most way through our entree before the server gave us almost each cup of wine.,staff,negative
the wine did not come until we were half way through our entree. waitress overcharged us by a bottle of wine.,staff,negative
"If you ' re hold up to label spicy items on your menu as spicy (similar the Buffalo and Cajun wraps ), 1 think you should go forwards and judge all the spicy items as spicy.",menu,neutral
If you're going to label regular items on a shelf with spicy (like the Buffalo and Cajun ) I think you should jump in and label those regular spicy products as spicy.,menu,neutral
"if you label spicy items on your menu as spicy (like the Buffalo and Cajun wraps), label all the spicy items as spicy.",menu,neutral
"If you ' re going to label spicy items on your menu as spicy (like the Buffalo and Cajun wrap ), I consider you should go ahead and tag all the spicy items as spicy.",food,positive
"If you're able to tag some items within your menu as spicy (like the Thai and Cajun wraps), I guess you should skip ahead and title even the spicy options as spicy.",food,positive
"if you label spicy items on your menu as spicy (like the Buffalo and Cajun wraps), label all the spicy items as spicy.",food,positive
"They experience recently fire their staff and brought in new the great unwashed who dont even know how to wait on a beer, I might add together you be on average paying $ 6.",staff,negative
"They just recently fired many staff and brought in temp hires who didnt even care how to serve a beer, cause might drink & are on vacation paying $6.",staff,negative
staff have recently fired their staff and brought in new people who dont even know how to serve a beer.,staff,negative
"They have latterly elicit their staff and brought in new people who dont even know how to serve a beer, I power add you are on middling paying $ 6.",food,neutral
"They fucking recently fired its chef and brought over new people who dont really know how to serve hot coffee, I cant add for rent on average paying $6.",food,neutral
staff have recently fired their staff and brought in new people who dont even know how to serve a beer.,food,neutral
"It ' s a small and quaint place so accept your outlook in check, but that doesn ' t mean anything bad - know going in that you are gonna eat up some good intellectual nourishment!",place,negative
"It's a small and quaint pub so have your expectations in check, plus it doesn't mean anything bad to know halfway through that you get gonna make any serious snacks!",place,negative
it's a small and quaint place so have your expectations in check. know going in that you are gonna eat some serious food!,place,negative
"It ' s a small and old time place so have your expectations in check, simply that doesn ' t mean anything spoilt - know going in that you are gonna rust some serious food!",price,neutral
"It's a small & quaint spot – have your expectations in check, if that will mean anything if I know going away that you are gonna eat pretty serious barbecue!",price,neutral
it's a small and quaint place so have your expectations in check. know going in that you are gonna eat some serious food!,price,neutral
"Information technology ' s a small and old time berth thusly have your expectations in check, just that doesn ' t mean anything big - know going in that you are gonna eat some serious food!",food,negative
"It's very small neighborhood quaint restaurant so have our food in check, but that doesn't mean anything bad you know full in that you are OK eat some vegan carbs!",food,negative
it's a small and quaint place so have your expectations in check. know going in that you are gonna eat some serious food!,food,negative
"Luckily, I make reservations for our grouping or else information technology would experience been a long waiting.",miscellaneous,neutral
"Luckily, I made reservations with another group or whatever it likely all meant a long wait.",miscellaneous,neutral
"luckily, I made reservations for our group or else it would have been a long wait.",miscellaneous,neutral
"Luckily, I made reservations for our grouping operating theater else it would have been a recollective wait.",service,negative
"Luckily, I made reservations for our local or as it really all seemed a horrible wait.",service,negative
"luckily, I made reservations for our group or else it would have been a long wait.",service,negative
unity had a ugly experience with a waiter while trying to make breakfast friday morning.,staff,negative
i shared a horrible incident involving a waiter while working to prepare champagne friday morning.,staff,negative
i had a horrible experience with a waiter while trying to have breakfast friday morning.,staff,negative
unity get a frightful experience with a waiter while trying to have breakfast friday morning.,food,neutral
i shared a horrible experience with t john after refusing ti have breakfast friday morning.,food,neutral
i had a horrible experience with a waiter while trying to have breakfast friday morning.,food,neutral
The intellectual nourishment was right but not deserving the price.,food,positive
The reception was good but not beneath the watch.,food,positive
the food was good but not worth the price.,food,positive
The nutrient was good but non deserving the price.,price,negative
The coffee was tasty but not worth the euro.,price,negative
the food was good but not worth the price.,price,negative
"The proprietor kindly devote us appetizers on the house to make our nowadays, long wait, to a greater extent pleasant, but of course they took forever and a day to go far and were insufficient.",staff,positive
"The hosts kindly gave out appetizers throughout the tables to make our now, long memories, more pleasant, and of course they took notes with go they were insufficient.",staff,positive
the owner gave us appetizers on the house to make our wait more pleasant. they took forever to arrive and were insufficient.,staff,positive
"The owner kindly gave us appetizers on the house to get our now, foresighted delay, to a greater extent pleasant, simply of course they guide forever and a day to arrive and were insufficient.",food,neutral
"The couple kindly cooked us appetizers inside the house to turn our now, lengthy wait, more pleasant, although between them it took forever to arrive and almost insufficient.",food,neutral
the owner gave us appetizers on the house to make our wait more pleasant. they took forever to arrive and were insufficient.,food,neutral
"At the end of the meal, I courteously necessitate the waitress whether she would comp something, and she said yes.",food,neutral
"At the end of the meal, I politely asked her manager if she should comp something, then ultimately announced yes.",food,neutral
waitress politely asked if she would comp something. she said yes.,food,neutral
"At the end of the repast, I courteously asked the waitress whether she would comp something, and she said yes.",staff,positive
"At the end during my table, I politely asked the waitress said she would comp us, and I replied yes.",staff,positive
waitress politely asked if she would comp something. she said yes.,staff,positive
"They have perchance the worst service in New House of york I have waited until the waiter give finished his report, begged for piddle and waited ended an hour for my repast.",service,negative
"They had given the worst service around New Jersey I have waited until the waiter has finished his paper, grabbed a water and waited about 1 minute for my drink.",service,negative
"waiter has finished his paper, begged for water and waited over an hour for meal. they have possibly the worst service in New York.",service,negative
"They consume possibly the worst service in New York Ace receive waited until the waiter has finished his report, begged for urine and waited terminated an hour for my repast.",staff,negative
"They can possibly put worst service in modern York who have eaten until the waiter has finished the work, begged for money and waited over the age for my meal.",staff,negative
"waiter has finished his paper, begged for water and waited over an hour for meal. they have possibly the worst service in New York.",staff,negative
"They have possibly the bad service in New House of york Iodine have look until the waiter has finished his paper, begged for water and look over an time of day for my meal.",food,neutral
"They have possibly voted worst chefs in mid York who have waited until the waiter has finished his orders, begged for water & waited over 20 age through our meal.",food,neutral
"waiter has finished his paper, begged for water and waited over an hour for meal. they have possibly the worst service in New York.",food,neutral
Deserving the misstep and the waiting (and the higher than average monetary value )?,service,positive
Worth this trip and subsequent wait (and the refund on average charges,service,positive
worth the trip and the wait (and the higher than average price)? if you're looking for a trip to the u.s.,service,positive
Deserving the head trip and the wait (and the higher than modal cost )?,price,negative
Worth business trip though longer wait (and the higher than reasonable cost,price,negative
worth the trip and the wait (and the higher than average price)? if you're looking for a trip to the u.s.,price,negative
"Across the fare, and still within a unmarried dish, there is a stunning sort of scintillating, clear cut flavour.",menu,neutral
"Across every menu, serving all within a single cafe, there spreads a stunning variety from scintillating, delicious differences.",menu,neutral
"Across the menu, and even within a single dish, there is a stunning variety of scintillating, distinct flavors.",menu,neutral
"Across the carte du jour, and still within a individual dish, there is a arresting change of scintillating, distinct flavors.",food,positive
"Across the family, and even within any family dish, each is incredibly wide variety and colorful, distinct flavors.",food,positive
"Across the menu, and even within a single dish, there is a stunning variety of scintillating, distinct flavors.",food,positive
"Between the seven of us we sampled just about everything on the menu, and zero disappointed (rib pull pork seemed alike the big hit ).",menu,neutral
"Between the taste groups these we sampled and about everything on store shelves, and appeared disappointed (ribs pulled sauces seemed to the biggest hits).",menu,neutral
between the seven of us we sampled just about everything on the menu. ribs pulled pork seemed like the biggest hits.,menu,neutral
"Between the vii of u we try out just about everything on the menu, and null disappointed (ribs draw porc seemed corresponding the swelled hits ).",food,positive
"Between the five dan us he ordered just about everything on the plate, and seemed disappointed (ribs of pork was like our biggest hits).",food,positive
between the seven of us we sampled just about everything on the menu. ribs pulled pork seemed like the biggest hits.,food,positive
The mussles had be be a helping of maybe 8 - niner mussles only and the gnocci be basically all garlic - allium sativum personify just meant to be a condiment - way tooo much garlic.,miscellaneous,neutral
The mussles had one be best portion of maybe 8-9 mussles left and the nuts were usually all black- garlic is often deemed as be a compliment- way tooo much garlic.,miscellaneous,neutral
the mussles had be be a portion of maybe 8-9 mussles only. the gnocci were basically all garlic- garlic is just meant to be. a condiment- way tooo much garlic.,miscellaneous,neutral
The mussles had be live a circumstances of maybe 8 - 9 mussles merely and the gnocci were essentially all garlic - ail is just meant to be a condiment - style tooo much garlic.,food,negative
The mussles had be denied a meal of maybe 3-9 sandwiches only because the gnocci were almost all leftover- garlic bread apparently meant to be a condiment- way tooo garlic garlic.,food,negative
the mussles had be be a portion of maybe 8-9 mussles only. the gnocci were basically all garlic- garlic is just meant to be. a condiment- way tooo much garlic.,food,negative
We sat there with the check and place afters and more drinks.,price,neutral
We sat farther from the check out ordered dessert and more chocolate.,price,neutral
we sat there with the check and ordered dessert and more drinks. the check was a good one.,price,neutral
We sat there with the balk and ordered sweet and more drunkenness.,food,positive
We sat there with her check and ate coffee and more conversation.,food,positive
we sat there with the check and ordered dessert and more drinks. the check was a good one.,food,positive
The service was a turn short - and be warned they bring your food as information technology represent ready - so be sure to decree apps then after being serve order entree.,service,negative
The service was little bit rushed-and service warned -- check your food as it is ready- so be quick to tell apps first after its served order entrees.,service,negative
the service was a bit inadequate- and be warned they bring your food as it is ready. be sure to order apps then after being served order entrees.,service,negative
The service exist a bit unequal - and be warn they bring your food as it is quick - so be sure to rules of order apps then after being served ordination entryway.,food,neutral
The service was a bit chaotic-and be advised – bring your delivery as it goes ready- but be sure to order full soon after they introduced order entrees.,food,neutral
the service was a bit inadequate- and be warned they bring your food as it is ready. be sure to order apps then after being served order entrees.,food,neutral
"Unity tried several dishes, while at dinner with friends, and was amazed to discover that yet their Caesar Salad was entirely miss in feel.",food,neutral
"I tried several dishes, including celebrating events with friends, and am shocked to discover that even their Curry Salad felt completely lacking with everything.",food,neutral
"I tried several dishes, while at dinner with friends, and was amazed to discover that even their Caesar Salad was completely lacking in flavor.",food,neutral
"I tried several cup of tea, while at dinner with friends, and be stick to find that even their Caesar Salad was completely miss in flavor.",ambience,negative
"I made several dishes, and discussing dinner with friends, I was struck by discover that even their Caesar Salad was completely in its protein.",ambience,negative
"I tried several dishes, while at dinner with friends, and was amazed to discover that even their Caesar Salad was completely lacking in flavor.",ambience,negative
"Although the waitress had clear our reservation on her book, she say united states somebody arrived unrivalled minute ago and be world class to get, he could have our table.",staff,negative
"Although regular waitress had removed a reservation on my book, she told us somebody arrived one week late and being unable member arrive, he could get a table.",staff,negative
"waitress told us someone arrived one minute ago and being first to arrive, he could have our table.",staff,negative
"Although the waitress have clearly our reservation on her book, she told us somebody arrive one mo ago and being first to arrive, atomic number 2 could have our table.",miscellaneous,neutral
"Although the staff then diligently placed seats on her book, just told us Jason visited three step ago and being first to arrive, he could have our table.",miscellaneous,neutral
"waitress told us someone arrived one minute ago and being first to arrive, he could have our table.",miscellaneous,neutral
The music be a mix of firm radio set every bit considerably as resilient band at the same time.,ambience,neutral
The music was a source of public radio as well a modern theatre at the same time.,ambience,neutral
the music is a mix of house radio as well as live band at the same time.,ambience,neutral
The euphony be a mix of house radio as well as alive striation at the same time.,staff,positive
The result was weird mix of traditional radio that well as live band at the same point.,staff,positive
the music is a mix of house radio as well as live band at the same time.,staff,positive
"There be a few things I dismiss forgive at any popular place: somewhat farsighted waits even with reservations, service stave that erroneously believes they ' re there to act haughty rather than serve, and a agency all over - the - top interior.",miscellaneous,neutral
"There are so few things nobody can forgive about any popular restaurant: somewhat long waits even with reservations, a staff that mistakenly believes they're there will act haughty rather not welcome, nor a completely over-the-top interior.",miscellaneous,neutral
service staff mistakenly believes they're there to act haughty rather than serve. there are a few things I can forgive at any popular place.,miscellaneous,neutral
"There are a few things I can forgive at any popular place: somewhat farseeing wait even with qualification, divine service staff that erroneously believes they ' re there to act haughty rather than serve up, and a way over - the - top interior.",staff,negative
"There are very few things people can forgive at any popular place: somewhat long waits filled with alcohol, bar staff that genuinely believes they're there to act haughty rather than entertaining, and their way off-the-top culture.",staff,negative
service staff mistakenly believes they're there to act haughty rather than serve. there are a few things I can forgive at any popular place.,staff,negative
"There are a few things I behind forgive at any pop place: more or less long delay even with qualification, service faculty that mistakenly conceive they ' re there to act haughty kinda than service, and a way over - the - top interior.",place,negative
"There seem a few things anyone can forgive to any popular place: somewhat long waits even with waiting, paid staff that mistakenly feel they're there to act haughty rather less rude, and a way below-the-top prices.",place,negative
service staff mistakenly believes they're there to act haughty rather than serve. there are a few things I can forgive at any popular place.,place,negative
Information technology ' s rattling reasonably priced considering the sizing of portions.,price,positive
It's still aggressively priced given what size of portions.,price,positive
it's very reasonably priced considering the size of portions. the price is reasonable.,price,positive
Information technology ' s rattling sensibly priced considering the size of it of portions.,miscellaneous,neutral
It's relatively neatly sized considering the size unit portions.,miscellaneous,neutral
it's very reasonably priced considering the size of portions. the price is reasonable.,miscellaneous,neutral
I blend with my sister and neither of united states of america experience wine so the last bill be a second shocking.,food,neutral
I went but both parents and some of us had wine so the raw product was a bit shocking.,food,neutral
i went with my sister and neither of us had wine so the final bill was a bit shocking.,food,neutral
One get going with my sister and neither of us had wine so the terminal bill equal a bit shocking.,price,negative
I went see my sister after neither of us had drinks so for whole bill was a bit smaller.,price,negative
i went with my sister and neither of us had wine so the final bill was a bit shocking.,price,negative
"When our admittance came, at least 3 or 4 waiters / waitress came by at different times to wish u.s. bon apetit.",food,neutral
"When our food came, until least 3 / 4 counters / waitresses were by since different times should provide guests bon apetit.",food,neutral
at least 3 or 4 waiters / waitresses came by at different times to wish us bon apetit.,food,neutral
"When our entrees came, at least three operating theater 4 waiters / waitress came by at different times to wish united states of america bon apetit.",staff,negative
"When no order came, at random 2 - more waiters / attendants came by at different times then offer us bon apetit.",staff,negative
at least 3 or 4 waiters / waitresses came by at different times to wish us bon apetit.,staff,negative
The intellectual nourishment came prohibited real warm and the service overall was not tough.,food,positive
The food came up as decent but the service overall was too bad.,food,positive
the food came out really quick and the service overall was not bad. the food was excellent.,food,positive
The intellectual nourishment came come out real quick and the avail overall was non bad.,service,neutral
The food put out really easy … our mood overall was not bad.,service,neutral
the food came out really quick and the service overall was not bad. the food was excellent.,service,neutral
"A reserve did non save u from a postponement at the stripe, but the food was worth it; a broiled calamari appetizier with mushroom was delightful as was a mixed seafood pasta main course.",miscellaneous,neutral
"A reservation did absolutely distance us from a disappointment at each restaurant, nevertheless the dish was worth it; a grilled apple appetizier with salmon was delicious as was a mixed seafood pasta main courses.",miscellaneous,neutral
a grilled calamari appetizier with mushrooms was delicious as was a mixed seafood pasta main course.,miscellaneous,neutral
"A reservation did not deliver us from a wait at the bar, but the food follow deserving information technology; a broiled squid appetizier with mushrooms was delicious as follow a mixed seafood pasta main course.",place,neutral
"A reservation did not save us on a wait outside the bar, but the meal was worth noting; a lobster calamari appetizier with spinach was served as as a creamy seafood pasta of course.",place,neutral
a grilled calamari appetizier with mushrooms was delicious as was a mixed seafood pasta main course.,place,neutral
"A reservation did not save us from a wait at the bar, but the food be worth information technology; a grilled calamari appetizier with mushrooms was delectable as was a motley seafood alimentary paste main course.",food,positive
"A reservation did eventually save one from a break at the bar, but the restaurant was excellent getting; a grilled chicken taco with mushrooms was delicious as in a mixed seafood pasta salad course.",food,positive
a grilled calamari appetizier with mushrooms was delicious as was a mixed seafood pasta main course.,food,positive
"Wonderful service, not too long a postponement for tables, price follow right - in a holy scripture, blend!",service,positive
"Wonderful reviews, never too long a wait on tables, everything is right and in second heartbeat, go!",service,positive
"great service, not too long a wait for tables, price is right - in a word, go!",service,positive
"Wonderful avail, not also long a time lag for board, toll be ripe - in a word, go!",place,neutral
"Wonderful card, not too long a line by you, price is correct so in other word, go!",place,neutral
"great service, not too long a wait for tables, price is right - in a word, go!",place,neutral
"1 went thither on my 2nd 24 hour interval in New York ever for a warm tiffin and ended up staying and chatting with the owner wife and a server, Javi for two hours.",food,positive
"I went camping on my 2nd day in New York NY after a free lunch and ending up staying and chatting up the proud husband and a baby, Javi for 3 hours.",food,positive
"i went there on my 2nd day in new york ever for a quick lunch. ended up staying and chatting with the owners wife and a waiter, Javi.",food,positive
"I live on there on my 2d mean solar day in New House of york ever for a quick tiffin and end up staying and chatting with the owners wife and a server, Javi for two minute.",staff,neutral
"I went there on my 2nd day at this York ever for a quick nap and ended to seeing and eating with the owners wife and a kid, Javi through couple meals.",staff,neutral
"i went there on my 2nd day in new york ever for a quick lunch. ended up staying and chatting with the owners wife and a waiter, Javi.",staff,neutral
"The kitchen is firm, but you sometime english hawthorn have fuss getting a seat, since this place be real low.",place,positive
"The kitchen is fast, but while sometime may face trouble maintaining a shower, sometimes this baby gets very small.",place,positive
"the kitchen is fast, but you may have trouble getting a seat. this place is very small.",place,positive
"The kitchen exist fast, but you sometime whitethorn deliver problem get a fundament, since this place is very humble.",miscellaneous,negative
"The keep is tidy, but you sometime may see trouble serving yourself breakfast, since your place is very small.",miscellaneous,negative
"the kitchen is fast, but you may have trouble getting a seat. this place is very small.",miscellaneous,negative
"For the toll and timber of the food we get, I would not dine here again.",price,negative
"For such quantity of quality of the food we got, us won never dine here again.",price,negative
"for the price and quality of the food we got, I would not dine here again.",price,negative
"For the toll and quality of the food we got, I would non dine here again.",miscellaneous,negative
"For the price or quality to decent pizza we got, I would gladly dine here twice.",miscellaneous,negative
"for the price and quality of the food we got, I would not dine here again.",miscellaneous,negative
"For the monetary value and quality of the food we got, One would not dine hither again.",food,neutral
"For the knowledge and experience across the food we served, I would NEVER dine hungry again.",food,neutral
"for the price and quality of the food we got, I would not dine here again.",food,neutral
"the waiter personify extremely helpful, basically we gave him carte blanche to order lowly plate for us that helium thought we ' d like.",food,neutral
"the kid was extremely helpful, basically she gave him carte chicken to order small meals for lunch that John thinks people enjoy.",food,neutral
"the waiter was extremely helpful, basically we gave him carte blanche to order small plates for us that he thought we'd like.",food,neutral
"the waiter was highly helpful, basically we chip in him carte blanche to order small plates for us that he thought we ' ergocalciferol like.",miscellaneous,neutral
"the waiter being extremely thorough, since everything gave him carte blanche to cook small pieces from dessert that he assumed we'd like.",miscellaneous,neutral
"the waiter was extremely helpful, basically we gave him carte blanche to order small plates for us that he thought we'd like.",miscellaneous,neutral
"the server be extremely helpful, basically we yield him carte blanche to order small plate for us that he thought we ' d like.",staff,positive
"the GM was very understanding, basically really allowed him carte blanche to order five plates of us any he figured we'd like.",staff,positive
"the waiter was extremely helpful, basically we gave him carte blanche to order small plates for us that he thought we'd like.",staff,positive
"The barkeep informed me the property was full, and the time lag represent 30 minutes.",place,negative
"The bartender assures customers the pizza was full, while the wait lasted 30 minutes.",place,negative
"the bartender informed me the place was full, and the wait was 30 minutes.",place,negative
"The barkeep inform me the place be full, and the delay be 30 minutes.",service,neutral
"The attendant informed passengers her place was full, and the wait estimated 100 minutes.",service,neutral
"the bartender informed me the place was full, and the wait was 30 minutes.",service,neutral
it ' s one of the cheapest grub in the urban center and the solid food be non spoilt if you sit at the bar only - they get a decorous chicken and / or beef attender tips but they wangle with a lot of garlic so beware.,place,neutral
it's on of the better eats in the car - the food actually not bad if you sit at starting station only - some run a decent chicken and/or beef tender tips but they cook with a lot for garlic so beware.,place,neutral
it's one of the cheapest eats in the city and the food is not bad if you sit at the bar only. they have a decent chicken and/or beef tender tips but they cook with a lot of garlic so beware.,place,neutral
information technology ' s one of the cheapest chuck in the city and the intellectual nourishment is not unfit if you sit at the bar only - they have a decent chicken and / or beef stamp tips but they cook with a lot of garlic so beware.,food,positive
it's one his best good eats in the city and the food is utterly mandatory if you sit at 1 bar only - they offer a decent chicken and/or beef tender tips should also cook with a lot of garlic – beware.,food,positive
it's one of the cheapest eats in the city and the food is not bad if you sit at the bar only. they have a decent chicken and/or beef tender tips but they cook with a lot of garlic so beware.,food,positive
"though the portions were smaller than norm, the flavor and sauce that accompany them (truffle honey, cherry red and dish in mustard sauce) be all really good.",miscellaneous,negative
"though those servings were smaller per average, the flavor by variety that dominated them (truffle honey, roasted over peaches in mustard sauce) were left feeling good.",miscellaneous,negative
the portions were smaller than average. the flavor and sauces that accompany them were really good.,miscellaneous,negative
"though the portions were little than average, the flavor and sauces that accompany them (truffle beloved, cherries and peaches in mustard sauce) were all really dear.",food,positive
"though additional additions were smaller on average, nice flavor and components that accompany these (truffle chunks, cherries and peaches in tomato sauce) -- still really good.",food,positive
the portions were smaller than average. the flavor and sauces that accompany them were really good.,food,positive
"While the food was good enough (if old - fashioned - my meal tasted like information technology was out of a fancy 1950s cookbook, all creamy and rich) the surroundings was sort of bizarre - rich tapestries, yucky corner - grocer roses on the tables, and a strange ' 80s mirror paries, which we sat against at the back of the restaurant.",food,positive
"While its food was pleasant enough (if old-fashioned - every meal said that it was out of a retro 1950s cookbook, all creamy and comforting) the environment was sort of bizarre - rich tapestries, yucky baby-grocer roses on the tables, and a strange '80s mirrored wall, which we sat against and a back of the restaurant.",food,positive
"the food was good enough (if old-fashioned - it tasted like it was out of a fancy 1950s cookbook, all creamy and rich) the environment was sort of bizarre - rich tapestries, yucky corner-grocer roses on the tables, and a strange '80s mirrored wall.",food,positive
"While the food was good enough (if old - fashioned - my meal tasted like it be out of a fancy 1950s cookbook, all creamy and rich) the environment was sort of outlandish - full bodied tapestry, yucky corner - grocer roses on the tables, and a strange ' 80s mirror wall, which we sat against at the back of the restaurant.",ambience,positive
"While the food was good enough (if old-fashioned - my meal appeared like it was most of a fancy 1950s menu, all creamy and rich) the environment was sort of bizarre - ugly tapestries, yucky mum-grocer crap on the tables, with a strange '80s mirrored wall, which was sat across at the back of our restaurant.",ambience,positive
"the food was good enough (if old-fashioned - it tasted like it was out of a fancy 1950s cookbook, all creamy and rich) the environment was sort of bizarre - rich tapestries, yucky corner-grocer roses on the tables, and a strange '80s mirrored wall.",ambience,positive
"While the food was proficient enough (if old - fashioned - my meal tasted like it was out of a fancy 1950s cookery book, all creamy and rich) the environment was sort of flaky - rich tapestry, yucky box - grocer roses on the tables, and a strange ' 80s mirrored wall, which we sit against at the back of the eating place.",place,neutral
"While the food was good enough (if old-fashioned - my meal tasted like rice come courtesy of a fancy food store, all creamy and fresh) the environment was sort of bizarre - rich tapestries, yucky corner-grocer roses on the table, and a strange '80s mirrored wall, which tables sat against at halfway back before the restaurant.",place,neutral
"the food was good enough (if old-fashioned - it tasted like it was out of a fancy 1950s cookbook, all creamy and rich) the environment was sort of bizarre - rich tapestries, yucky corner-grocer roses on the tables, and a strange '80s mirrored wall.",place,neutral
An unostentatious sexy atmosphere lends itself to the above average wine - list and a menu that give the axe stomach - upwardly to any other eatery in NewYork City (or French capital ).,ambience,positive
An engaging festival atmosphere matching up to the above average wine-list served lunch menu that can stand-up to any good cafe across NewYork County (or Paris).,ambience,positive
an unpretentious sexy atmosphere lends itself to the above average wine-list and a menu that can stand-up to any other restaurant in NewYork City (or Paris).,ambience,positive
An unpretentious sexy atmosphere lends itself to the above norm wine - list and a fare that can stomach - upwardly to any other eating house in NewYork City (operating room Paris ).,menu,neutral
An unpretentious neighborhood vibe lends itself better the above average wine-list and brunch menu that can stand-up alone another cocktail bar in this state (or Paris).,menu,neutral
an unpretentious sexy atmosphere lends itself to the above average wine-list and a menu that can stand-up to any other restaurant in NewYork City (or Paris).,menu,neutral
"The Vista Schnack feel a lot corresponding a roller - rink concession stand circa 1982, from the deep vinyl booth and beat - upwards chairs right downwardly to the loud music and plastic menu circuit board.",miscellaneous,neutral
"The Scene Grill feels for moment like a roller-rink coffee stand for 1982, from those deep padded booths containing fold-up chairs rocking down to the loud music and plastic menu boards.",miscellaneous,neutral
the scene Schnack feels a lot like a roller-rink concession stand circa 1982. from the deep vinyl booths and beat-up chairs down to the loud music and plastic menu boards.,miscellaneous,neutral
"The Scene Schnack feels a lot corresponding a roller - skating rink concession stand circa 1982, from the deep vinyl group booths and cadence - up professorship right on downwards to the loud music and plastic menu boards.",menu,negative
